I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.03800,-0.03000,0.00800,0.03400,-0.02300,-0.01100,0.06900,0.04500,0.02500,-0.02000,-0.06600,-0.06000
-0.05700,-0.03400,0.02300,0.04500,-0.03900,-0.00500,0.07500,0.05200,0.03300,-0.01700,-0.06100,-0.06100
-0.06600,-0.04600,0.02000,0.05600,-0.04200,-0.01300,0.08300,0.05200,0.03300,-0.01500,-0.06100,-0.07400
-0.06400,-0.04400,0.02000,0.05400,-0.04200,-0.01200,0.08500,0.06500,0.03900,-0.01000,-0.05500,-0.07400
-0.05200,-0.02900,0.02300,0.04100,-0.03700,-0.00300,0.09100,0.08700,0.05700,-0.00900,-0.05600,-0.06900
-0.05600,-0.02200,0.03500,0.03800,-0.04500,0.00600,0.10600,0.10700,0.07700,-0.00100,-0.05900,-0.06700
-0.04700,-0.01800,0.02900,0.03200,-0.03800,0.00600,0.12400,0.13200,0.09900,0.01500,-0.05200,-0.06200
-0.04800,-0.01200,0.03600,0.03000,-0.04200,0.01200,0.13900,0.16600,0.11900,0.02900,-0.04300,-0.06000
-0.05500,0.00600,0.06100,0.02400,-0.05800,0.03300,0.16300,0.20700,0.15500,0.05400,-0.03700,-0.05300
-0.03400,0.03600,0.07000,-0.00100,-0.05200,0.05300,0.19100,0.25600,0.20000,0.08200,-0.02800,-0.04200
-0.03800,0.05900,0.09700,-0.01100,-0.06800,0.07800,0.21700,0.30000,0.24100,0.11400,-0.01400,-0.03200
-0.02500,0.08600,0.11100,-0.03100,-0.06800,0.09800,0.22500,0.33600,0.27600,0.14100,0.00800,-0.01200
-0.00700,0.11300,0.12000,-0.05300,-0.06400,0.11600,0.21400,0.36100,0.30300,0.16300,0.03200,0.00700
0.01300,0.14000,0.12700,-0.07700,-0.05700,0.13300,0.21100,0.35600,0.30200,0.17700,0.04600,0.03200
0.05200,0.15200,0.10000,-0.10200,-0.02500,0.12600,0.19500,0.32500,0.28600,0.16800,0.06900,0.06300
0.04700,0.13900,0.09200,-0.09300,-0.02300,0.11500,0.15100,0.28400,0.26600,0.14600,0.08400,0.07200
0.05900,0.12300,0.06500,-0.09100,-0.00300,0.09400,0.11400,0.23000,0.22600,0.12300,0.07500,0.06800
0.06500,0.09600,0.03000,-0.08100,0.01700,0.06300,0.08600,0.17300,0.18100,0.09900,0.06800,0.05700
0.03700,0.06100,0.02400,-0.04900,0.00600,0.04200,0.05700,0.12300,0.13400,0.07600,0.06000,0.04400
0.02900,0.03500,0.00500,-0.03200,0.01200,0.02000,0.05100,0.07800,0.09600,0.05000,0.05000,0.02800
0.03100,0.02900,-0.00200,-0.02900,0.01600,0.01300,0.04200,0.03600,0.05400,0.02600,0.04000,0.01500
0.02500,0.01000,-0.01500,-0.01800,0.02000,-0.00200,0.02300,0.00900,0.02400,0.01200,0.02400,0.01100
0.02700,-0.00800,-0.03400,-0.00900,0.03100,-0.02100,0.01500,-0.00900,0.01600,-0.00900,0.00700,0.00500
0.01800,-0.01400,-0.03200,-0.00200,0.02500,-0.02300,0.01200,-0.01900,0.00700,-0.02500,0.00200,-0.00100
-0.00400,-0.02700,-0.02300,0.01600,0.01000,-0.02500,0.00900,-0.02400,-0.00100,-0.02800,0.00000,-0.00600
0.00500,-0.03200,-0.03700,0.01400,0.02100,-0.03400,0.00400,-0.04100,-0.01600,-0.02900,-0.00700,-0.01200
0.00700,-0.03600,-0.04300,0.01500,0.02500,-0.03900,0.00100,-0.04700,-0.02600,-0.03300,-0.01000,-0.01400
-0.00200,-0.03400,-0.03200,0.01800,0.01600,-0.03300,-0.00200,-0.04300,-0.02800,-0.03900,-0.01500,-0.02500
-0.01000,-0.03500,-0.02500,0.02300,0.00800,-0.03000,0.00900,-0.04000,-0.03100,-0.04400,-0.02000,-0.03100
-0.01800,-0.03500,-0.01700,0.02700,0.00000,-0.02600,0.02100,-0.04000,-0.02700,-0.05000,-0.01600,-0.02900
-0.00400,-0.03500,-0.03100,0.02000,0.01400,-0.03200,0.02000,-0.03800,-0.02500,-0.04600,-0.01400,-0.03000
-0.01300,-0.04400,-0.03000,0.02900,0.00900,-0.03700,0.02000,-0.03500,-0.02100,-0.03900,-0.01500,-0.03000
-0.02300,-0.04400,-0.02100,0.03400,-0.00100,-0.03200,0.02000,-0.03500,-0.02000,-0.03500,-0.01500,-0.02900
-0.02700,-0.04000,-0.01200,0.03400,-0.00800,-0.02600,0.02300,-0.03200,-0.01700,-0.02700,-0.01500,-0.03400
-0.02900,-0.03700,-0.00700,0.03300,-0.01100,-0.02200,0.02700,-0.02600,-0.01000,-0.02800,-0.01400,-0.03600
-0.02300,-0.03200,-0.00900,0.02800,-0.00700,-0.02100,0.03700,-0.02200,-0.00600,-0.03000,-0.01000,-0.03300
-0.02400,-0.03000,-0.00500,0.02700,-0.01000,-0.01700,0.04100,-0.01700,0.00100,-0.02500,-0.00600,-0.02900
-0.01800,-0.03700,-0.01900,0.02700,0.00100,-0.02800,0.03800,-0.01300,0.00600,-0.02000,-0.00300,-0.02700
-0.01500,-0.03300,-0.01900,0.02400,0.00200,-0.02600,0.03500,-0.00900,0.01200,-0.01600,0.00200,-0.02400
-0.01800,-0.03100,-0.01300,0.02500,-0.00200,-0.02200,0.03900,-0.00200,0.01600,-0.01100,0.00500,-0.02200
-0.01800,-0.02900,-0.01100,0.02300,-0.00300,-0.02000,0.04600,-0.00300,0.01300,-0.00700,-0.00300,-0.03000
-0.00500,-0.01100,-0.00600,0.00900,0.00100,-0.00900,0.04300,-0.00600,0.01000,-0.00500,-0.00700,-0.03700
-0.02200,-0.02500,-0.00300,0.02400,-0.00900,-0.01400,0.03900,-0.00500,0.00800,-0.00400,-0.00200,-0.03400
-0.02600,-0.03300,-0.00700,0.02900,-0.00900,-0.02000,0.03600,-0.01000,0.00400,0.00000,0.00000,-0.03500
-0.01200,-0.02000,-0.00800,0.01700,-0.00200,-0.01300,0.03100,-0.01000,0.00900,0.00000,0.00400,-0.03500
-0.00800,-0.00700,0.00200,0.00800,-0.00500,-0.00200,0.03000,-0.01100,0.01100,-0.00600,0.00500,-0.03300
0.00000,-0.02900,-0.02900,0.01500,0.01500,-0.02900,0.03500,-0.02400,0.00500,-0.01200,0.00200,-0.03800
-0.01800,-0.05800,-0.04000,0.03800,0.01100,-0.04800,0.03300,-0.03000,0.00000,-0.01800,-0.00300,-0.03700
-0.01700,-0.04700,-0.03000,0.03200,0.00700,-0.03900,0.02900,-0.03200,-0.00300,-0.01900,-0.00500,-0.04200
-0.02000,-0.04400,-0.02400,0.03300,0.00200,-0.03400,0.02600,-0.03600,-0.00900,-0.02100,-0.00500,-0.05100
-0.01800,-0.03800,-0.02000,0.02800,0.00100,-0.02800,0.02100,-0.03500,-0.01200,-0.02300,-0.00800,-0.05000
0.00900,-0.03300,-0.04100,0.01200,0.02500,-0.03700,0.01900,-0.03500,-0.01200,-0.02600,-0.00800,-0.04800
0.00500,-0.03000,-0.03500,0.01300,0.02000,-0.03200,0.01200,-0.03500,-0.01900,-0.03000,-0.01000,-0.04500
-0.01600,-0.04000,-0.02400,0.02800,0.00400,-0.03100,0.02200,-0.03400,-0.02100,-0.02500,-0.01100,-0.04500
-0.02600,-0.05100,-0.02500,0.03900,0.00000,-0.03800,0.02500,-0.03700,-0.02000,-0.02300,-0.00700,-0.04300
-0.01900,-0.05000,-0.03100,0.03500,0.00600,-0.04000,0.01900,-0.04000,-0.02000,-0.01800,-0.00500,-0.04900
-0.00600,-0.04900,-0.04300,0.02800,0.01800,-0.04600,0.01700,-0.04100,-0.02300,-0.01500,-0.00400,-0.05100
-0.01300,-0.05200,-0.03800,0.03200,0.01200,-0.04500,0.01200,-0.03900,-0.02600,-0.01900,-0.01000,-0.04500
-0.00700,-0.04800,-0.04100,0.02700,0.01700,-0.04500,0.01000,-0.03600,-0.02500,-0.02400,-0.01500,-0.04500
0.00000,-0.03800,-0.03800,0.01900,0.01900,-0.03800,0.01600,-0.03400,-0.02500,-0.03000,-0.01500,-0.03900
-0.02300,-0.05600,-0.03400,0.04000,0.00600,-0.04500,0.02100,-0.03600,-0.02500,-0.02700,-0.01500,-0.04200
-0.01400,-0.05700,-0.04300,0.03600,0.01500,-0.05000,0.02000,-0.04800,-0.02500,-0.02300,-0.01500,-0.05400
-0.00900,-0.04800,-0.03900,0.02900,0.01500,-0.04400,0.02000,-0.05100,-0.02900,-0.02000,-0.01500,-0.05500
-0.01300,-0.04500,-0.03300,0.02900,0.01000,-0.03900,0.02000,-0.05000,-0.02900,-0.01400,-0.01500,-0.05500
-0.00900,-0.03800,-0.02900,0.02400,0.01000,-0.03300,0.02000,-0.05000,-0.02500,-0.01800,-0.01500,-0.05100
-0.01300,-0.03400,-0.02100,0.02400,0.00400,-0.02700,0.01700,-0.05000,-0.02500,-0.01900,-0.01500,-0.05000
-0.01000,-0.03500,-0.02500,0.02200,0.00700,-0.03000,0.01500,-0.04900,-0.02000,-0.01700,-0.01500,-0.04800
-0.01000,-0.03400,-0.02500,0.02200,0.00800,-0.02900,0.01500,-0.04200,-0.02000,-0.02500,-0.01500,-0.05500
-0.00600,-0.03000,-0.02400,0.01800,0.00900,-0.02600,0.01500,-0.05100,-0.03200,-0.02600,-0.01600,-0.06600
-0.02700,-0.04500,-0.01800,0.03600,-0.00400,-0.03200,0.01500,-0.05700,-0.03600,-0.02400,-0.01100,-0.06500
-0.01800,-0.04200,-0.02400,0.03000,0.00300,-0.03300,0.01600,-0.05400,-0.03400,-0.02200,-0.01000,-0.06500
-0.00500,-0.03900,-0.03400,0.02200,0.01500,-0.03600,0.01900,-0.05300,-0.03500,-0.01800,-0.00800,-0.06500
-0.01500,-0.03400,-0.01900,0.02400,0.00200,-0.02600,0.02000,-0.04800,-0.03500,-0.02200,-0.00300,-0.06500
0.00400,-0.02800,-0.03200,0.01200,0.01800,-0.03000,0.02000,-0.05200,-0.03500,-0.02300,-0.00900,-0.06100
-0.02500,-0.05100,-0.02600,0.03800,0.00100,-0.03800,0.02600,-0.03700,-0.02800,-0.01700,0.00900,-0.05400
-0.03200,-0.04100,-0.00900,0.03700,-0.01100,-0.02500,0.04400,-0.02400,-0.01700,-0.00700,0.02200,-0.04700
0.01000,0.00600,-0.00400,-0.00800,0.00700,0.00100,0.04700,-0.03000,-0.01400,0.00000,0.01300,-0.04200
0.01100,0.02900,0.01900,-0.02000,-0.00400,0.02400,0.03500,-0.02100,-0.00600,0.00500,0.01900,-0.03400
-0.02600,-0.00200,0.02400,0.01400,-0.02400,0.01100,0.02500,-0.01700,-0.00400,0.01600,0.02800,-0.04800
-0.00400,-0.00900,-0.00400,0.00600,0.00000,-0.00600,0.01600,-0.00600,0.00300,0.01700,0.03200,-0.03800
0.03800,-0.01400,-0.05100,-0.01200,0.04500,-0.03200,0.00700,-0.01300,0.00400,0.02400,0.04200,-0.01900
0.04400,-0.00700,-0.05100,-0.01900,0.04800,-0.02900,-0.00100,-0.04100,-0.01000,0.01400,0.04300,-0.01800
0.04000,-0.00400,-0.04400,-0.01800,0.04200,-0.02400,0.00400,-0.04900,-0.01300,0.00700,0.02700,-0.01500
0.03400,-0.01400,-0.04800,-0.01000,0.04100,-0.03100,-0.00700,-0.06000,-0.03500,0.00800,0.01800,-0.04500
0.06900,0.00300,-0.06600,-0.03600,0.06800,-0.03100,-0.03100,-0.04900,-0.04600,-0.01600,0.03800,-0.05700
0.03400,-0.03000,-0.06500,-0.00100,0.05000,-0.04700,-0.03000,-0.04800,-0.04100,-0.03400,0.03500,-0.06100
-0.00600,-0.03900,-0.03400,0.02300,0.01400,-0.03600,-0.01300,-0.07400,-0.04300,-0.03600,0.01500,-0.06400
0.00400,-0.05700,-0.06200,0.02700,0.03300,-0.05900,-0.00800,-0.06800,-0.02600,-0.03900,0.00800,-0.07700
-0.01400,-0.08600,-0.07200,0.05000,0.03000,-0.07900,-0.01300,-0.07100,-0.04600,-0.05100,-0.01900,-0.10300
-0.00700,-0.06700,-0.05900,0.03700,0.02600,-0.06300,-0.01300,-0.07000,-0.05200,-0.03900,-0.02000,-0.08700
-0.02000,-0.06900,-0.04900,0.04500,0.01500,-0.05900,-0.00100,-0.06800,-0.05900,-0.05900,-0.04800,-0.09500
-0.02000,-0.07200,-0.05200,0.04700,0.01600,-0.06200,-0.00400,-0.07200,-0.05100,-0.04100,-0.03200,-0.08800
-0.03100,-0.09300,-0.06200,0.06200,0.01500,-0.07700,0.01100,-0.04900,-0.05700,-0.05800,-0.04700,-0.10800
-0.03400,-0.06700,-0.03300,0.05100,0.00000,-0.05000,0.00800,-0.06100,-0.04900,-0.03700,-0.03000,-0.10900
-0.00900,-0.01800,-0.00900,0.01400,0.00000,-0.01300,0.05800,0.07500,0.09500,0.08800,0.04300,-0.06300
0.16800,0.07800,-0.09000,-0.12300,0.12900,-0.00600,0.10500,0.39800,0.54500,0.51200,0.36000,0.12500
0.80800,0.36500,-0.44300,-0.58600,0.62500,-0.03900,-0.28900,0.46400,1.03100,1.07300,1.09500,0.64000
1.01800,0.27000,-0.74800,-0.64400,0.88300,-0.23900,-0.88700,-0.47200,-0.01300,0.13100,0.79100,0.61300
0.48700,-0.11500,-0.60300,-0.18600,0.54500,-0.35900,-1.10100,-1.43900,-1.33400,-1.07700,-0.04900,0.16300
0.16200,-0.13600,-0.29800,-0.01300,0.23000,-0.21700,-0.76500,-1.04300,-0.99100,-0.81500,-0.11400,0.07400
0.05100,-0.04500,-0.09600,-0.00300,0.07400,-0.07000,-0.31400,-0.45500,-0.46300,-0.40100,-0.08100,-0.00400
-0.02200,-0.04800,-0.02700,0.03500,0.00200,-0.03700,-0.11300,-0.23800,-0.23900,-0.20500,-0.06400,-0.08500
-0.04100,-0.06700,-0.02600,0.05400,-0.00700,-0.04600,-0.00900,-0.08500,-0.09000,-0.10000,-0.05700,-0.12300
-0.04400,-0.04500,-0.00100,0.04500,-0.02200,-0.02300,0.02500,-0.06100,-0.07800,-0.07900,-0.06300,-0.13800
-0.04700,-0.06600,-0.01900,0.05700,-0.01400,-0.04200,0.03600,-0.02600,-0.03800,-0.04400,-0.04700,-0.13500
-0.04600,-0.08400,-0.03800,0.06600,-0.00400,-0.06100,0.04200,-0.02400,-0.04100,-0.05200,-0.05600,-0.15000
-0.03600,-0.06100,-0.02500,0.04900,-0.00500,-0.04300,0.05200,-0.01000,-0.02300,-0.03700,-0.04200,-0.14100
-0.05000,-0.07200,-0.02200,0.06100,-0.01300,-0.04700,0.06400,-0.00400,-0.02400,-0.04000,-0.04800,-0.14700
-0.05000,-0.06300,-0.01300,0.05600,-0.01800,-0.03800,0.05700,-0.00200,-0.02000,-0.03200,-0.04400,-0.14400
-0.05100,-0.06000,-0.00900,0.05600,-0.02100,-0.03400,0.06200,0.00800,-0.01500,-0.02800,-0.04500,-0.14500
-0.05700,-0.05600,0.00100,0.05600,-0.02900,-0.02700,0.06200,0.01000,-0.01200,-0.02600,-0.04500,-0.14600
-0.05200,-0.04900,0.00300,0.05100,-0.02800,-0.02300,0.06700,0.01500,-0.01000,-0.01900,-0.04300,-0.14400
-0.04600,-0.05600,-0.01000,0.05100,-0.01800,-0.03300,0.06400,0.00900,-0.01600,-0.01900,-0.04100,-0.14800
-0.05400,-0.06900,-0.01500,0.06100,-0.01900,-0.04200,0.06500,0.01400,-0.00700,-0.01300,-0.03700,-0.15000
-0.04500,-0.05900,-0.01500,0.05300,-0.01500,-0.03700,0.06600,0.02500,-0.00500,-0.01000,-0.03500,-0.15000
-0.04100,-0.05200,-0.01100,0.04700,-0.01500,-0.03100,0.06300,0.02600,0.00300,-0.01600,-0.03200,-0.14900
-0.05300,-0.07200,-0.01900,0.06200,-0.01700,-0.04500,0.07400,0.03500,0.00700,-0.03100,-0.02900,-0.15600
-0.04400,-0.07200,-0.02900,0.05800,-0.00700,-0.05000,0.07800,0.04200,0.01400,-0.03300,-0.03600,-0.16200
-0.05300,-0.06300,-0.01000,0.05800,-0.02100,-0.03600,0.08500,0.05300,0.02500,-0.02200,-0.05300,-0.15700
-0.04900,-0.06000,-0.01200,0.05500,-0.01800,-0.03600,0.09500,0.06900,0.02800,-0.02000,-0.05300,-0.15500
-0.04400,-0.07500,-0.03200,0.06000,-0.00600,-0.05300,0.10400,0.08900,0.04900,0.00100,-0.04500,-0.15200
-0.05300,-0.06400,-0.01200,0.05800,-0.02000,-0.03800,0.12100,0.12000,0.07600,0.02600,-0.04000,-0.14800
-0.06000,-0.03700,0.02300,0.04800,-0.04100,-0.00700,0.13900,0.14600,0.09600,0.03300,-0.03500,-0.15000
-0.06500,-0.01600,0.04900,0.04000,-0.05700,0.01600,0.15800,0.18800,0.12800,0.05700,-0.02400,-0.14200
-0.03900,0.01200,0.05100,0.01300,-0.04500,0.03200,0.18300,0.23300,0.17000,0.08800,-0.00900,-0.11800
-0.03200,0.03600,0.06800,-0.00200,-0.05000,0.05200,0.20900,0.27500,0.21000,0.11900,0.00300,-0.10300
-0.01800,0.05900,0.07600,-0.02100,-0.04700,0.06700,0.22000,0.31100,0.24100,0.14300,0.02400,-0.09400
-0.00600,0.07800,0.08400,-0.03700,-0.04500,0.08100,0.22500,0.33600,0.26900,0.16700,0.04700,-0.06400
0.01800,0.11400,0.09700,-0.06600,-0.04000,0.10500,0.21900,0.33500,0.27900,0.17500,0.07200,-0.03300
0.06100,0.12800,0.06800,-0.09500,-0.00400,0.09800,0.18500,0.30000,0.25600,0.16100,0.08900,-0.02900
0.07000,0.12400,0.05400,-0.09800,0.00800,0.08900,0.14500,0.25900,0.21900,0.15400,0.09400,-0.03000
0.07600,0.12100,0.04500,-0.09900,0.01500,0.08300,0.10700,0.21100,0.18300,0.12800,0.08900,-0.02300
0.05500,0.08400,0.02900,-0.07000,0.01300,0.05600,0.07300,0.15900,0.14500,0.09700,0.07800,-0.02900
0.06100,0.04500,-0.01600,-0.05300,0.03900,0.01400,0.05900,0.10400,0.10400,0.07900,0.07000,-0.05100
0.04000,0.01800,-0.02100,-0.02900,0.03000,-0.00100,0.03600,0.05600,0.06800,0.05800,0.06100,-0.06400
0.00800,-0.00600,-0.01400,-0.00100,0.01100,-0.01000,0.01800,0.02900,0.03700,0.03800,0.04900,-0.06900
0.03900,-0.03900,-0.07700,0.00000,0.05900,-0.05800,0.01600,0.00100,0.01300,0.02700,0.03500,-0.07500
0.03000,-0.04700,-0.07700,0.00800,0.05400,-0.06100,0.01000,-0.01000,0.00200,0.01700,0.02200,-0.08500
0.02500,-0.03600,-0.06200,0.00600,0.04400,-0.04900,0.00700,-0.02400,-0.00900,0.00900,0.01800,-0.10100
0.03000,-0.03500,-0.06500,0.00300,0.04700,-0.05000,0.00000,-0.04200,-0.02100,0.00200,0.01200,-0.10600
0.03200,-0.02300,-0.05600,-0.00400,0.04400,-0.03900,0.00300,-0.03900,-0.02700,-0.00400,0.00900,-0.10400
0.01600,-0.04100,-0.05700,0.01300,0.03700,-0.04900,0.00600,-0.04100,-0.03300,-0.01100,0.00300,-0.10600
-0.01400,-0.06300,-0.04900,0.03900,0.01700,-0.05600,-0.00100,-0.03900,-0.03800,-0.01700,0.00000,-0.10300
-0.01000,-0.05900,-0.04900,0.03400,0.02000,-0.05400,-0.00400,-0.04200,-0.04800,-0.02400,0.00600,-0.10600
-0.01700,-0.06100,-0.04300,0.03900,0.01300,-0.05200,-0.00900,-0.05000,-0.05500,-0.03000,-0.00300,-0.11700
-0.00700,-0.06000,-0.05200,0.03400,0.02300,-0.05600,-0.01400,-0.04500,-0.04900,-0.02400,0.00700,-0.11200
0.00700,-0.06000,-0.06800,0.02700,0.03700,-0.06400,-0.01300,-0.04000,-0.04200,-0.01700,0.00900,-0.10900
0.00700,-0.05800,-0.06500,0.02600,0.03600,-0.06100,-0.00300,-0.03400,-0.03600,-0.01100,0.00000,-0.10600
0.00600,-0.05000,-0.05700,0.02200,0.03200,-0.05300,0.00100,-0.02900,-0.02800,-0.00400,0.00400,-0.10100
0.00100,-0.04500,-0.04500,0.02200,0.02300,-0.04500,0.01100,-0.02400,-0.02800,0.00500,-0.00600,-0.09900
0.01000,-0.03700,-0.04700,0.01300,0.02900,-0.04200,0.02500,-0.01800,-0.02800,0.01400,-0.00500,-0.09500
-0.01000,-0.03200,-0.02100,0.02100,0.00600,-0.02600,0.02500,-0.01100,-0.01900,0.02300,0.00200,-0.09500
0.00400,-0.02400,-0.02800,0.01000,0.01600,-0.02600,0.02400,-0.00400,-0.00900,0.02500,0.00600,-0.09400
0.02600,-0.03400,-0.06000,0.00400,0.04400,-0.04700,0.02000,0.00300,-0.00800,0.02800,0.01200,-0.10100
-0.01500,-0.05800,-0.04300,0.03600,0.01400,-0.05000,0.02000,0.00900,-0.01100,0.04000,0.01800,-0.10600
-0.01500,-0.06100,-0.04500,0.03800,0.01500,-0.05300,0.02000,0.00700,-0.00700,0.04000,0.02000,-0.10200
-0.02500,-0.06000,-0.03400,0.04300,0.00500,-0.04700,0.02000,0.00400,-0.00300,0.04000,0.02000,-0.10000
-0.02800,-0.06000,-0.03200,0.04400,0.00200,-0.04600,0.02800,0.00200,-0.00100,0.03700,0.03300,-0.09700
-0.01600,-0.06000,-0.04400,0.03800,0.01400,-0.05200,0.02500,-0.00300,0.00500,0.03400,0.03400,-0.09400
-0.02400,-0.05900,-0.03500,0.04200,0.00600,-0.04700,0.01700,-0.01100,0.01000,0.03600,0.02600,-0.09200
-0.00600,-0.05300,-0.04700,0.03000,0.02100,-0.04900,0.01100,-0.00100,0.01700,0.03400,0.02500,-0.08900
0.00200,-0.04600,-0.04800,0.02200,0.02500,-0.04600,0.00100,0.00300,0.01900,0.03900,0.01700,-0.08600
0.01600,-0.03900,-0.05500,0.01200,0.03600,-0.04700,-0.00200,-0.02100,0.01300,0.04000,0.01600,-0.08300
0.02700,-0.03200,-0.05900,0.00300,0.04300,-0.04600,0.00500,-0.03100,0.00600,0.03500,0.02000,-0.08000
0.02100,-0.02600,-0.04600,0.00200,0.03400,-0.03600,0.00600,-0.02900,-0.00100,0.03300,0.02000,-0.08100
0.01300,-0.03800,-0.05100,0.01300,0.03200,-0.04400,0.00300,-0.03000,-0.00700,0.02800,0.02000,-0.08600
0.01600,-0.05300,-0.06900,0.01800,0.04300,-0.06100,0.00000,-0.03000,-0.01400,0.02500,0.02000,-0.08200
0.02800,-0.05300,-0.08100,0.01300,0.05500,-0.06700,0.00000,-0.03000,-0.01500,0.03700,0.02800,-0.07600
0.02200,-0.04700,-0.06900,0.01300,0.04600,-0.05800,0.00700,-0.03000,-0.01700,0.04100,0.03100,-0.07300
0.02200,-0.04200,-0.06400,0.01000,0.04400,-0.05300,0.00600,-0.03000,-0.01700,0.03600,0.02900,-0.06600
0.02200,-0.03600,-0.05800,0.00800,0.04000,-0.04700,0.00500,-0.03000,-0.01400,0.03500,0.02700,-0.06800
0.01900,-0.03000,-0.04900,0.00600,0.03400,-0.04000,0.00400,-0.03500,-0.02700,0.03000,0.02400,-0.08000
0.01500,-0.05300,-0.06800,0.02000,0.04100,-0.06000,0.00000,-0.03500,-0.02900,0.03000,0.02500,-0.07700
0.01500,-0.06100,-0.07600,0.02400,0.04600,-0.06800,0.00000,-0.02900,-0.02100,0.03500,0.02500,-0.07000
0.01600,-0.05400,-0.07000,0.01900,0.04400,-0.06100,0.00100,-0.02800,-0.02000,0.03500,0.02500,-0.06900
0.01700,-0.05300,-0.07000,0.01800,0.04400,-0.06100,-0.00200,-0.02100,-0.01300,0.03400,0.02500,-0.06100
0.02400,-0.04600,-0.07000,0.01100,0.04700,-0.05800,0.00000,-0.02200,-0.01100,0.02800,0.02500,-0.06300
0.02400,-0.04700,-0.07100,0.01200,0.04800,-0.05800,0.00400,-0.03700,-0.01900,0.02700,0.02600,-0.07100
0.01900,-0.04500,-0.06500,0.01300,0.04200,-0.05500,-0.00500,-0.04100,-0.02000,0.02100,0.02200,-0.06700
0.01200,-0.06100,-0.07300,0.02500,0.04300,-0.06700,-0.01200,-0.03800,-0.02100,0.02100,0.01900,-0.06100
0.00900,-0.06900,-0.07900,0.03000,0.04400,-0.07400,-0.01500,-0.03300,-0.02100,0.03400,0.01500,-0.05800
0.01100,-0.06000,-0.07000,0.02500,0.04100,-0.06500,-0.01300,-0.02800,-0.01700,0.03700,0.01200,-0.05200
0.00900,-0.05700,-0.06600,0.02400,0.03800,-0.06100,-0.00900,-0.01900,-0.01300,0.04600,0.00700,-0.05000
0.01100,-0.04900,-0.06000,0.02000,0.03500,-0.05500,-0.00600,-0.03000,-0.01100,0.05200,0.00600,-0.06300
0.00900,-0.04500,-0.05400,0.01800,0.03200,-0.05000,-0.00100,-0.04300,-0.00400,0.04900,0.02400,-0.06900
0.02200,-0.03600,-0.05800,0.00700,0.04100,-0.04700,0.00100,-0.02700,-0.00800,0.05000,0.02400,-0.05700
0.04700,-0.01900,-0.06600,-0.01400,0.05700,-0.04200,0.01700,-0.01800,0.00000,0.06000,0.02000,-0.04800
0.04200,-0.01900,-0.06100,-0.01100,0.05200,-0.04000,0.03700,-0.01400,0.02800,0.07000,0.03400,-0.03800
0.03000,-0.02900,-0.05900,0.00000,0.04400,-0.04400,0.03700,-0.00900,0.03100,0.07600,0.03900,-0.03100
0.04200,-0.01200,-0.05400,-0.01400,0.04800,-0.03300,0.02900,-0.00700,0.03000,0.08100,0.03600,-0.02400
0.04300,-0.00800,-0.05100,-0.01700,0.04700,-0.02900,0.01400,-0.00100,0.02900,0.07400,0.02300,-0.01700
0.05400,0.00800,-0.04600,-0.03100,0.05000,-0.01900,-0.00700,0.00000,0.02400,0.07200,0.04600,-0.01100
0.09600,0.04900,-0.04700,-0.07300,0.07200,0.00100,-0.02800,-0.00400,0.02600,0.06700,0.07600,-0.00200
0.11400,0.04200,-0.07200,-0.07800,0.09300,-0.01500,-0.04000,-0.01100,0.02100,0.06400,0.07100,-0.00800
0.10600,0.03500,-0.07100,-0.07000,0.08800,-0.01800,-0.04100,-0.01400,0.01500,0.06100,0.06500,-0.01600
0.06800,0.00300,-0.06500,-0.03500,0.06600,-0.03100,-0.04000,-0.01900,0.00900,0.05500,0.05700,-0.01300
0.03200,-0.02300,-0.05600,-0.00400,0.04400,-0.03900,-0.03800,-0.02400,0.00600,0.05600,0.05300,-0.00900
0.02500,-0.03100,-0.05600,0.00300,0.04100,-0.04300,-0.03200,-0.02700,-0.00300,0.04600,0.03800,-0.02900
0.02000,-0.06400,-0.08400,0.02200,0.05200,-0.07300,-0.03200,-0.03200,-0.00400,0.05000,0.03100,-0.03700
0.03100,-0.06800,-0.10000,0.01800,0.06600,-0.08400,-0.02300,-0.02800,-0.01400,0.03800,0.01400,-0.04600
0.02800,-0.08000,-0.10700,0.02600,0.06800,-0.09300,-0.02900,-0.03800,-0.01500,0.04300,0.01400,-0.06100
0.00800,-0.09700,-0.10500,0.04500,0.05700,-0.10100,-0.03200,-0.03800,-0.01400,0.03500,0.00300,-0.07000
-0.00200,-0.09500,-0.09300,0.04800,0.04600,-0.09300,-0.02400,-0.03500,-0.01800,0.03300,-0.00400,-0.06600
-0.00200,-0.09400,-0.09200,0.04800,0.04600,-0.09300,-0.03100,-0.03000,-0.01000,0.03600,-0.00400,-0.05800
-0.01600,-0.09400,-0.07700,0.05500,0.03100,-0.08500,-0.00200,-0.01900,-0.01500,0.01700,-0.02600,-0.06800
-0.00800,-0.05300,-0.04400,0.03100,0.01800,-0.04800,0.01100,0.02600,0.06300,0.10400,0.02500,-0.03200
0.06500,-0.00400,-0.06800,-0.03000,0.06700,-0.03600,0.09400,0.29000,0.35100,0.35800,0.16900,0.04200
0.52200,0.25000,-0.27200,-0.38500,0.39700,-0.01100,-0.06800,0.55900,0.99500,1.09400,0.92900,0.54000
